date,value_day
2018-11-06,34
2018-11-07,29
2018-11-08,30
2018-11-09,28
2018-11-10,27
2018-11-11,24
2018-11-12,29
2018-11-13,30
2018-11-14,59
2018-11-15,63
2018-11-16,44
2018-11-17,37
2018-11-18,35
2018-11-19,66
2018-11-20,100
2018-11-21,78
2018-11-22,47
2018-11-23,54
2018-11-24,51
2018-11-25,83
2018-11-26,78
2018-11-27,76
2018-11-28,66
2018-11-29,56
2018-11-30,55
2018-12-01,50
2018-12-02,42
2018-12-03,67
2018-12-04,66
2018-12-05,60
2018-12-06,69
2018-12-07,100
2018-12-08,68
2018-12-09,56
2018-12-10,63
2018-12-11,64
2018-12-12,60
2018-12-13,66
2018-12-14,76
2018-12-15,62
2018-12-16,55
2018-12-17,69
2018-12-18,67
2018-12-19,74
2018-12-20,77
2018-12-21,70
2018-12-22,51
2018-12-23,53
2018-12-24,65
2018-12-25,61
2018-12-26,57
2018-12-27,56
2018-12-28,55
2018-12-29,48
2018-12-30,42
2018-12-31,45
2019-01-01,79
2019-01-02,93
2019-01-03,94
2019-01-04,97
2019-01-05,72
2019-01-06,73
2019-01-07,86
2019-01-08,82
2019-01-09,85
2019-01-10,100
2019-01-11,88
2019-01-12,79
2019-01-13,77
2019-01-14,84
2019-01-15,83
2019-01-16,75
2019-01-17,75
2019-01-18,69
2019-01-19,69
2019-01-20,59
2019-01-21,62
2019-01-22,68
2019-01-23,73
2019-01-24,65
2019-01-25,70
2019-01-26,61
2019-01-27,65
2019-01-28,79
2019-01-29,76
2019-01-30,66
2019-01-31,67
2019-02-01,58
2019-02-02,52
2019-02-03,56
2019-02-04,66
2019-02-05,86
2019-02-06,77
2019-02-07,70
2019-02-08,77
2019-02-09,66
2019-02-10,62
2019-02-11,65
2019-02-12,63
2019-02-13,60
2019-02-14,63
2019-02-15,58
2019-02-16,54
2019-02-17,50
2019-02-18,76
2019-02-19,87
2019-02-20,77
2019-02-21,74
2019-02-22,67
2019-02-23,81
2019-02-24,100
2019-02-25,79
2019-02-26,62
2019-02-27,66
2019-02-28,69
2019-03-01,83
2019-03-02,80
2019-03-03,80
2019-03-04,85
2019-03-05,97
2019-03-06,96
2019-03-07,90
2019-03-08,82
2019-03-09,81
2019-03-10,78
2019-03-11,85
2019-03-12,88
2019-03-13,82
2019-03-14,72
2019-03-15,81
2019-03-16,84
2019-03-17,82
2019-03-18,95
2019-03-19,88
2019-03-20,96
2019-03-21,100
2019-03-22,96
2019-03-23,88
2019-03-24,73
2019-03-25,80
2019-03-26,81
2019-03-27,85
2019-03-28,82
2019-03-29,88
2019-03-30,85
2019-03-31,80
2019-04-01,39
2019-04-02,95
2019-04-03,100
2019-04-04,66
2019-04-05,51
2019-04-06,48
2019-04-07,46
2019-04-08,55
2019-04-09,47
2019-04-10,54
2019-04-11,49
2019-04-12,43
2019-04-13,36
2019-04-14,35
2019-04-15,45
2019-04-16,41
2019-04-17,46
2019-04-18,46
2019-04-19,43
2019-04-20,40
2019-04-21,37
2019-04-22,44
2019-04-23,58
2019-04-24,46
2019-04-25,44
2019-04-26,46
2019-04-27,37
2019-04-28,37
2019-04-29,36
2019-04-30,37
2019-05-01,29
2019-05-02,31
2019-05-03,39
2019-05-04,37
2019-05-05,38
2019-05-06,35
2019-05-07,42
2019-05-08,41
2019-05-09,46
2019-05-10,52
2019-05-11,76
2019-05-12,80
2019-05-13,92
2019-05-14,100
2019-05-15,81
2019-05-16,73
2019-05-17,76
2019-05-18,55
2019-05-19,68
2019-05-20,67
2019-05-21,60
2019-05-22,54
2019-05-23,53
2019-05-24,53
2019-05-25,47
2019-05-26,52
2019-05-27,72
2019-05-28,63
2019-05-29,60
2019-05-30,64
2019-05-31,56
2019-06-01,27
2019-06-02,27
2019-06-03,26
2019-06-04,33
2019-06-05,25
2019-06-06,23
2019-06-07,25
2019-06-08,21
2019-06-09,18
2019-06-10,22
2019-06-11,22
2019-06-12,23
2019-06-13,23
2019-06-14,24
2019-06-15,24
2019-06-16,38
2019-06-17,35
2019-06-18,36
2019-06-19,29
2019-06-20,33
2019-06-21,43
2019-06-22,71
2019-06-23,47
2019-06-24,49
2019-06-25,53
2019-06-26,100
2019-06-27,81
2019-06-28,62
2019-06-29,42
2019-06-30,40
2019-07-01,100
2019-07-02,99
2019-07-03,84
2019-07-04,79
2019-07-05,73
2019-07-06,64
2019-07-07,58
2019-07-08,74
2019-07-09,88
2019-07-10,100
2019-07-11,90
2019-07-12,88
2019-07-13,71
2019-07-14,75
2019-07-15,91
2019-07-16,95
2019-07-17,87
2019-07-18,84
2019-07-19,66
2019-07-20,58
2019-07-21,55
2019-07-22,61
2019-07-23,62
2019-07-24,68
2019-07-25,64
2019-07-26,55
2019-07-27,58
2019-07-28,51
2019-07-29,56
2019-07-30,55
2019-07-31,58
2019-08-01,65
2019-08-02,69
2019-08-03,61
2019-08-04,58
2019-08-05,100
2019-08-06,90
2019-08-07,81
2019-08-08,71
2019-08-09,69
2019-08-10,63
2019-08-11,57
2019-08-12,57
2019-08-13,64
2019-08-14,73
2019-08-15,74
2019-08-16,63
2019-08-17,58
2019-08-18,52
2019-08-19,55
2019-08-20,57
2019-08-21,58
2019-08-22,58
2019-08-23,57
2019-08-24,54
2019-08-25,51
2019-08-26,52
2019-08-27,51
2019-08-28,60
2019-08-29,57
2019-08-30,48
2019-08-31,41
2019-09-01,49
2019-09-02,58
2019-09-03,68
2019-09-04,61
2019-09-05,58
2019-09-06,58
2019-09-07,56
2019-09-08,49
2019-09-09,56
2019-09-10,55
2019-09-11,55
2019-09-12,54
2019-09-13,49
2019-09-14,46
2019-09-15,44
2019-09-16,51
2019-09-17,51
2019-09-18,52
2019-09-19,57
2019-09-20,51
2019-09-21,49
2019-09-22,48
2019-09-23,57
2019-09-24,94
2019-09-25,100
2019-09-26,100
2019-09-27,82
2019-09-28,66
2019-09-29,59
2019-09-30,64
2019-10-01,58
2019-10-02,58
2019-10-03,54
2019-10-04,46
2019-10-05,42
2019-10-06,45
2019-10-07,51
2019-10-08,49
2019-10-09,56
2019-10-10,48
2019-10-11,48
2019-10-12,41
2019-10-13,42
2019-10-14,46
2019-10-15,46
2019-10-16,50
2019-10-17,47
2019-10-18,44
2019-10-19,43
2019-10-20,41
2019-10-21,45
2019-10-22,45
2019-10-23,66
2019-10-24,58
2019-10-25,68
2019-10-26,100
2019-10-27,59
2019-10-28,63
2019-10-29,60
2019-10-30,55
2019-10-31,49
2019-11-01,72
2019-11-02,61
2019-11-03,59
2019-11-04,71
2019-11-05,73
2019-11-06,67
2019-11-07,70
2019-11-08,72
2019-11-09,62
2019-11-10,60
2019-11-11,66
2019-11-12,61
2019-11-13,61
2019-11-14,63
2019-11-15,62
2019-11-16,61
2019-11-17,59
2019-11-18,64
2019-11-19,72
2019-11-20,66
2019-11-21,86
2019-11-22,100
2019-11-23,74
2019-11-24,74
2019-11-25,98
2019-11-26,82
2019-11-27,79
2019-11-28,64
2019-11-29,67
2019-11-30,59
2019-12-01,78
2019-12-02,71
2019-12-03,73
2019-12-04,80
2019-12-05,76
2019-12-06,67
2019-12-07,68
2019-12-08,59
2019-12-09,73
2019-12-10,75
2019-12-11,75
2019-12-12,70
2019-12-13,66
2019-12-14,63
2019-12-15,66
2019-12-16,74
2019-12-17,95
2019-12-18,100
2019-12-19,85
2019-12-20,77
2019-12-21,67
2019-12-22,64
2019-12-23,83
2019-12-24,69
2019-12-25,64
2019-12-26,68
2019-12-27,68
2019-12-28,71
2019-12-29,68
2019-12-30,65
2019-12-31,77
2020-01-01,56
2020-01-02,71
2020-01-03,79
2020-01-04,69
2020-01-05,70
2020-01-06,70
2020-01-07,91
2020-01-08,96
2020-01-09,70
2020-01-10,78
2020-01-11,70
2020-01-12,64
2020-01-13,62
2020-01-14,100
2020-01-15,97
2020-01-16,80
2020-01-17,78
2020-01-18,82
2020-01-19,86
2020-01-20,72
2020-01-21,71
2020-01-22,66
2020-01-23,72
2020-01-24,66
2020-01-25,68
2020-01-26,53
2020-01-27,68
2020-01-28,86
2020-01-29,89
2020-01-30,86
2020-01-31,81
2020-02-01,65
2020-02-02,63
2020-02-03,63
2020-02-04,68
2020-02-05,78
2020-02-06,74
2020-02-07,68
2020-02-08,64
2020-02-09,100
2020-02-10,78
2020-02-11,78
2020-02-12,90
2020-02-13,78
2020-02-14,73
2020-02-15,68
2020-02-16,70
2020-02-17,73
2020-02-18,66
2020-02-19,78
2020-02-20,72
2020-02-21,63
2020-02-22,60
2020-02-23,59
2020-02-24,73
2020-02-25,71
2020-02-26,77
2020-02-27,81
2020-02-28,83
2020-02-29,66
2020-03-01,29
2020-03-02,30
2020-03-03,29
2020-03-04,26
2020-03-05,27
2020-03-06,29
2020-03-07,26
2020-03-08,30
2020-03-09,55
2020-03-10,38
2020-03-11,33
2020-03-12,68
2020-03-13,100
2020-03-14,62
2020-03-15,47
2020-03-16,64
2020-03-17,54
2020-03-18,52
2020-03-19,54
2020-03-20,53
2020-03-21,43
2020-03-22,40
2020-03-23,43
2020-03-24,48
2020-03-25,41
2020-03-26,36
2020-03-27,33
2020-03-28,34
2020-03-29,32
2020-03-30,33
2020-03-31,30
2020-04-01,51
2020-04-02,62
2020-04-03,56
2020-04-04,58
2020-04-05,52
2020-04-06,64
2020-04-07,62
2020-04-08,57
2020-04-09,58
2020-04-10,61
2020-04-11,52
2020-04-12,56
2020-04-13,58
2020-04-14,54
2020-04-15,54
2020-04-16,63
2020-04-17,56
2020-04-18,57
2020-04-19,57
2020-04-20,54
2020-04-21,54
2020-04-22,54
2020-04-23,64
2020-04-24,60
2020-04-25,57
2020-04-26,59
2020-04-27,63
2020-04-28,67
2020-04-29,94
2020-04-30,100
2020-05-01,54
2020-05-02,50
2020-05-03,54
2020-05-04,49
2020-05-05,50
2020-05-06,58
2020-05-07,70
2020-05-08,78
2020-05-09,66
2020-05-10,98
2020-05-11,100
2020-05-12,69
2020-05-13,63
2020-05-14,63
2020-05-15,56
2020-05-16,50
2020-05-17,48
2020-05-18,51
2020-05-19,47
2020-05-20,49
2020-05-21,53
2020-05-22,43
2020-05-23,42
2020-05-24,39
2020-05-25,46
2020-05-26,43
2020-05-27,41
2020-05-28,40
2020-05-29,41
2020-05-30,36
2020-05-31,36
2020-06-01,70
2020-06-02,100
2020-06-03,70
2020-06-04,71
2020-06-05,73
2020-06-06,61
2020-06-07,66
2020-06-08,67
2020-06-09,66
2020-06-10,70
2020-06-11,77
2020-06-12,69
2020-06-13,57
2020-06-14,58
2020-06-15,67
2020-06-16,64
2020-06-17,61
2020-06-18,62
2020-06-19,56
2020-06-20,56
2020-06-21,51
2020-06-22,63
2020-06-23,65
2020-06-24,55
2020-06-25,56
2020-06-26,60
2020-06-27,59
2020-06-28,63
2020-06-29,61
2020-06-30,58
2020-07-01,42
2020-07-02,41
2020-07-03,40
2020-07-04,41
2020-07-05,43
2020-07-06,43
2020-07-07,40
2020-07-08,48
2020-07-09,47
2020-07-10,43
2020-07-11,41
2020-07-12,39
2020-07-13,45
2020-07-14,49
2020-07-15,59
2020-07-16,68
2020-07-17,52
2020-07-18,44
2020-07-19,40
2020-07-20,40
2020-07-21,41
2020-07-22,45
2020-07-23,52
2020-07-24,52
2020-07-25,48
2020-07-26,56
2020-07-27,95
2020-07-28,100
2020-07-29,74
2020-07-30,68
2020-07-31,70
2020-08-01,91
2020-08-02,100
2020-08-03,80
2020-08-04,73
2020-08-05,77
2020-08-06,79
2020-08-07,73
2020-08-08,62
2020-08-09,59
2020-08-10,75
2020-08-11,74
2020-08-12,65
2020-08-13,71
2020-08-14,70
2020-08-15,65
2020-08-16,67
2020-08-17,82
2020-08-18,74
2020-08-19,64
2020-08-20,59
2020-08-21,58
2020-08-22,54
2020-08-23,49
2020-08-24,52
2020-08-25,58
2020-08-26,51
2020-08-27,51
2020-08-28,53
2020-08-29,42
2020-08-30,47
2020-08-31,51
2020-09-01,87
2020-09-02,90
2020-09-03,100
2020-09-04,97
2020-09-05,94
2020-09-06,88
2020-09-07,85
2020-09-08,91
2020-09-09,72
2020-09-10,73
2020-09-11,68
2020-09-12,67
2020-09-13,71
2020-09-14,68
2020-09-15,76
2020-09-16,69
2020-09-17,70
2020-09-18,70
2020-09-19,66
2020-09-20,58
2020-09-21,70
2020-09-22,63
2020-09-23,66
2020-09-24,62
2020-09-25,66
2020-09-26,62
2020-09-27,57
2020-09-28,64
2020-09-29,65
2020-09-30,62
2020-10-01,42
2020-10-02,41
2020-10-03,40
2020-10-04,37
2020-10-05,43
2020-10-06,38
2020-10-07,39
2020-10-08,46
2020-10-09,47
2020-10-10,50
2020-10-11,42
2020-10-12,49
2020-10-13,50
2020-10-14,46
2020-10-15,49
2020-10-16,45
2020-10-17,42
2020-10-18,43
2020-10-19,49
2020-10-20,56
2020-10-21,99
2020-10-22,100
2020-10-23,79
2020-10-24,67
2020-10-25,65
2020-10-26,72
2020-10-27,86
2020-10-28,83
2020-10-29,71
2020-10-30,69
2020-10-31,69
2020-11-01,40
2020-11-02,42
2020-11-03,38
2020-11-04,30
2020-11-05,62
2020-11-06,56
2020-11-07,45
2020-11-08,43
2020-11-09,51
2020-11-10,44
2020-11-11,47
2020-11-12,50
2020-11-13,60
2020-11-14,50
2020-11-15,41
2020-11-16,58
2020-11-17,89
2020-11-18,100
2020-11-19,72
2020-11-20,82
2020-11-21,82
2020-11-22,70
2020-11-23,74
2020-11-24,95
2020-11-25,91
2020-11-26,97
2020-11-27,77
2020-11-28,63
2020-11-29,61
2020-11-30,83
2020-12-01,47
2020-12-02,41
2020-12-03,38
2020-12-04,36
2020-12-05,32
2020-12-06,30
2020-12-07,33
2020-12-08,32
2020-12-09,32
2020-12-10,28
2020-12-11,30
2020-12-12,25
2020-12-13,25
2020-12-14,28
2020-12-15,30
2020-12-16,56
2020-12-17,100
2020-12-18,65
2020-12-19,52
2020-12-20,45
2020-12-21,53
2020-12-22,50
2020-12-23,44
2020-12-24,40
2020-12-25,41
2020-12-26,61
2020-12-27,72
2020-12-28,64
2020-12-29,57
2020-12-30,65
2020-12-31,65
2021-01-01,32
2021-01-02,69
2021-01-03,71
2021-01-04,61
2021-01-05,51
2021-01-06,57
2021-01-07,84
2021-01-08,88
2021-01-09,68
2021-01-10,67
2021-01-11,100
2021-01-12,75
2021-01-13,63
2021-01-14,65
2021-01-15,57
2021-01-16,45
2021-01-17,39
2021-01-18,37
2021-01-19,37
2021-01-20,35
2021-01-21,51
2021-01-22,53
2021-01-23,34
2021-01-24,29
2021-01-25,32
2021-01-26,29
2021-01-27,35
2021-01-28,40
2021-01-29,68
2021-01-30,39
2021-01-31,29
2021-02-01,35
2021-02-02,32
2021-02-03,34
2021-02-04,35
2021-02-05,34
2021-02-06,38
2021-02-07,36
2021-02-08,88
2021-02-09,100
2021-02-10,67
2021-02-11,60
2021-02-12,59
2021-02-13,45
2021-02-14,51
2021-02-15,57
2021-02-16,58
2021-02-17,69
2021-02-18,61
2021-02-19,72
2021-02-20,76
2021-02-21,65
2021-02-22,76
2021-02-23,94
2021-02-24,69
2021-02-25,57
2021-02-26,58
2021-02-27,42
2021-02-28,48
2021-03-01,100
2021-03-02,84
2021-03-03,78
2021-03-04,80
2021-03-05,77
2021-03-06,70
2021-03-07,69
2021-03-08,76
2021-03-09,86
2021-03-10,84
2021-03-11,77
2021-03-12,86
2021-03-13,100
2021-03-14,94
2021-03-15,93
2021-03-16,88
2021-03-17,82
2021-03-18,79
2021-03-19,75
2021-03-20,63
2021-03-21,61
2021-03-22,70
2021-03-23,70
2021-03-24,77
2021-03-25,88
2021-03-26,73
2021-03-27,63
2021-03-28,59
2021-03-29,68
2021-03-30,65
2021-03-31,69
2021-04-01,72
2021-04-02,48
2021-04-03,44
2021-04-04,41
2021-04-05,46
2021-04-06,41
2021-04-07,45
2021-04-08,42
2021-04-09,39
2021-04-10,43
2021-04-11,48
2021-04-12,44
2021-04-13,65
2021-04-14,81
2021-04-15,64
2021-04-16,85
2021-04-17,58
2021-04-18,100
2021-04-19,85
2021-04-20,74
2021-04-21,58
2021-04-22,65
2021-04-23,99
2021-04-24,65
2021-04-25,55
2021-04-26,67
2021-04-27,61
2021-04-28,57
2021-04-29,48
2021-04-30,48
2021-05-01,26
2021-05-02,25
2021-05-03,26
2021-05-04,28
2021-05-05,30
2021-05-06,27
2021-05-07,25
2021-05-08,28
2021-05-09,28
2021-05-10,30
2021-05-11,24
2021-05-12,32
2021-05-13,76
2021-05-14,41
2021-05-15,32
2021-05-16,34
2021-05-17,55
2021-05-18,41
2021-05-19,100
2021-05-20,70
2021-05-21,59
2021-05-22,48
2021-05-23,61
2021-05-24,58
2021-05-25,44
2021-05-26,34
2021-05-27,29
2021-05-28,31
2021-05-29,30
2021-05-30,29
2021-05-31,29
2021-06-01,55
2021-06-02,54
2021-06-03,49
2021-06-04,75
2021-06-05,57
2021-06-06,57
2021-06-07,58
2021-06-08,93
2021-06-09,80
2021-06-10,68
2021-06-11,59
2021-06-12,49
2021-06-13,50
2021-06-14,63
2021-06-15,57
2021-06-16,51
2021-06-17,49
2021-06-18,50
2021-06-19,43
2021-06-20,48
2021-06-21,68
2021-06-22,100
2021-06-23,65
2021-06-24,54
2021-06-25,52
2021-06-26,48
2021-06-27,47
2021-06-28,54
2021-06-29,49
2021-06-30,44
2021-07-01,54
2021-07-02,54
2021-07-03,53
2021-07-04,52
2021-07-05,58
2021-07-06,50
2021-07-07,50
2021-07-08,53
2021-07-09,53
2021-07-10,45
2021-07-11,46
2021-07-12,52
2021-07-13,52
2021-07-14,53
2021-07-15,50
2021-07-16,54
2021-07-17,47
2021-07-18,45
2021-07-19,61
2021-07-20,76
2021-07-21,70
2021-07-22,64
2021-07-23,50
2021-07-24,50
2021-07-25,52
2021-07-26,100
2021-07-27,73
2021-07-28,65
2021-07-29,60
2021-07-30,56
2021-07-31,57
2021-08-01,80
2021-08-02,81
2021-08-03,74
2021-08-04,75
2021-08-05,71
2021-08-06,89
2021-08-07,88
2021-08-08,86
2021-08-09,100
2021-08-10,91
2021-08-11,93
2021-08-12,90
2021-08-13,87
2021-08-14,81
2021-08-15,72
2021-08-16,95
2021-08-17,78
2021-08-18,75
2021-08-19,70
2021-08-20,79
2021-08-21,78
2021-08-22,71
2021-08-23,91
2021-08-24,82
2021-08-25,74
2021-08-26,75
2021-08-27,71
2021-08-28,65
2021-08-29,62
2021-08-30,64
2021-08-31,70
2021-09-01,48
2021-09-02,54
2021-09-03,59
2021-09-04,51
2021-09-05,52
2021-09-06,60
2021-09-07,100
2021-09-08,84
2021-09-09,67
2021-09-10,62
2021-09-11,51
2021-09-12,48
2021-09-13,56
2021-09-14,52
2021-09-15,56
2021-09-16,51
2021-09-17,49
2021-09-18,43
2021-09-19,40
2021-09-20,63
2021-09-21,73
2021-09-22,59
2021-09-23,55
2021-09-24,85
2021-09-25,61
2021-09-26,47
2021-09-27,50
2021-09-28,53
2021-09-29,49
2021-09-30,53
2021-10-01,50
2021-10-02,40
2021-10-03,39
2021-10-04,43
2021-10-05,55
2021-10-06,62
2021-10-07,56
2021-10-08,53
2021-10-09,44
2021-10-10,46
2021-10-11,56
2021-10-12,57
2021-10-13,50
2021-10-14,56
2021-10-15,77
2021-10-16,71
2021-10-17,60
2021-10-18,70
2021-10-19,86
2021-10-20,100
2021-10-21,92
2021-10-22,69
2021-10-23,60
2021-10-24,56
2021-10-25,62
2021-10-26,86
2021-10-27,68
2021-10-28,73
2021-10-29,56
2021-10-30,57
2021-10-31,51
2021-11-01,76
2021-11-02,80
2021-11-03,76
2021-11-04,81
2021-11-05,74
2021-11-06,68
2021-11-07,63
2021-11-08,87
2021-11-09,100
2021-11-10,93
2021-11-11,82
2021-11-12,77
2021-11-13,72
2021-11-14,71
2021-11-15,71
2021-11-16,87
2021-11-17,83
2021-11-18,87
2021-11-19,89
2021-11-20,76
2021-11-21,68
2021-11-22,81
2021-11-23,77
2021-11-24,67
2021-11-25,68
2021-11-26,91
2021-11-27,73
2021-11-28,68
2021-11-29,71
2021-11-30,85
2021-12-01,42
2021-12-02,41
2021-12-03,45
2021-12-04,100
2021-12-05,69
2021-12-06,59
2021-12-07,54
2021-12-08,52
2021-12-09,49
2021-12-10,46
2021-12-11,43
2021-12-12,41
2021-12-13,49
2021-12-14,54
2021-12-15,52
2021-12-16,42
2021-12-17,44
2021-12-18,42
2021-12-19,36
2021-12-20,43
2021-12-21,47
2021-12-22,45
2021-12-23,43
2021-12-24,46
2021-12-25,42
2021-12-26,37
2021-12-27,41
2021-12-28,41
2021-12-29,42
2021-12-30,41
2021-12-31,37
2022-01-01,34
2022-01-02,34
2022-01-03,39
2022-01-04,39
2022-01-05,44
2022-01-06,60
2022-01-07,61
2022-01-08,61
2022-01-09,51
2022-01-10,52
2022-01-11,41
2022-01-12,47
2022-01-13,44
2022-01-14,36
2022-01-15,34
2022-01-16,32
2022-01-17,37
2022-01-18,37
2022-01-19,36
2022-01-20,38
2022-01-21,84
2022-01-22,98
2022-01-23,64
2022-01-24,100
2022-01-25,64
2022-01-26,61
2022-01-27,55
2022-01-28,54
2022-01-29,47
2022-01-30,41
2022-01-31,45
2022-02-01,67
2022-02-02,55
2022-02-03,57
2022-02-04,66
2022-02-05,64
2022-02-06,54
2022-02-07,71
2022-02-08,68
2022-02-09,74
2022-02-10,58
2022-02-11,62
2022-02-12,50
2022-02-13,49
2022-02-14,60
2022-02-15,61
2022-02-16,49
2022-02-17,58
2022-02-18,58
2022-02-19,51
2022-02-20,57
2022-02-21,63
2022-02-22,69
2022-02-23,56
2022-02-24,100
2022-02-25,73
2022-02-26,57
2022-02-27,55
2022-02-28,65
2022-03-01,100
2022-03-02,83
2022-03-03,82
2022-03-04,79
2022-03-05,73
2022-03-06,68
2022-03-07,81
2022-03-08,80
2022-03-09,87
2022-03-10,82
2022-03-11,78
2022-03-12,66
2022-03-13,60
2022-03-14,74
2022-03-15,62
2022-03-16,74
2022-03-17,69
2022-03-18,72
2022-03-19,67
2022-03-20,63
2022-03-21,68
2022-03-22,70
2022-03-23,63
2022-03-24,73
2022-03-25,69
2022-03-26,61
2022-03-27,68
2022-03-28,72
2022-03-29,71
2022-03-30,69
2022-03-31,66
2022-04-01,74
2022-04-02,70
2022-04-03,70
2022-04-04,71
2022-04-05,72
2022-04-06,72
2022-04-07,76
2022-04-08,82
2022-04-09,72
2022-04-10,69
2022-04-11,100
2022-04-12,78
2022-04-13,75
2022-04-14,70
2022-04-15,69
2022-04-16,61
2022-04-17,61
2022-04-18,73
2022-04-19,67
2022-04-20,74
2022-04-21,85
2022-04-22,67
2022-04-23,62
2022-04-24,58
2022-04-25,69
2022-04-26,74
2022-04-27,74
2022-04-28,64
2022-04-29,66
2022-04-30,63
2022-05-01,24
2022-05-02,27
2022-05-03,22
2022-05-04,25
2022-05-05,28
2022-05-06,32
2022-05-07,26
2022-05-08,31
2022-05-09,60
2022-05-10,56
2022-05-11,69
2022-05-12,100
2022-05-13,71
2022-05-14,46
2022-05-15,43
2022-05-16,48
2022-05-17,41
2022-05-18,41
2022-05-19,43
2022-05-20,37
2022-05-21,33
2022-05-22,31
2022-05-23,32
2022-05-24,37
2022-05-25,31
2022-05-26,31
2022-05-27,32
2022-05-28,28
2022-05-29,25
2022-05-30,29
2022-05-31,32
2022-06-01,28
2022-06-02,27
2022-06-03,26
2022-06-04,23
2022-06-05,22
2022-06-06,28
2022-06-07,26
2022-06-08,26
2022-06-09,24
2022-06-10,27
2022-06-11,28
2022-06-12,35
2022-06-13,98
2022-06-14,100
2022-06-15,85
2022-06-16,70
2022-06-17,60
2022-06-18,90
2022-06-19,90
2022-06-20,70
2022-06-21,56
2022-06-22,46
2022-06-23,44
2022-06-24,33
2022-06-25,31
2022-06-26,31
2022-06-27,40
2022-06-28,35
2022-06-29,38
2022-06-30,47
2022-07-01,100
2022-07-02,83
2022-07-03,86
2022-07-04,81
2022-07-05,87
2022-07-06,75
2022-07-07,78
2022-07-08,83
2022-07-09,64
2022-07-10,62
2022-07-11,75
2022-07-12,80
2022-07-13,73
2022-07-14,85
2022-07-15,70
2022-07-16,59
2022-07-17,58
2022-07-18,73
2022-07-19,75
2022-07-20,86
2022-07-21,85
2022-07-22,67
2022-07-23,61
2022-07-24,54
2022-07-25,67
2022-07-26,64
2022-07-27,63
2022-07-28,71
2022-07-29,62
2022-07-30,53
2022-07-31,50
2022-08-01,98
2022-08-02,93
2022-08-03,93
2022-08-04,90
2022-08-05,88
2022-08-06,74
2022-08-07,72
2022-08-08,95
2022-08-09,88
2022-08-10,96
2022-08-11,96
2022-08-12,89
2022-08-13,74
2022-08-14,75
2022-08-15,82
2022-08-16,84
2022-08-17,82
2022-08-18,77
2022-08-19,100
2022-08-20,86
2022-08-21,78
2022-08-22,91
2022-08-23,77
2022-08-24,78
2022-08-25,76
2022-08-26,87
2022-08-27,85
2022-08-28,84
2022-08-29,93
2022-08-30,87
2022-08-31,82
2022-09-01,79
2022-09-02,71
2022-09-03,63
2022-09-04,61
2022-09-05,70
2022-09-06,86
2022-09-07,100
2022-09-08,80
2022-09-09,84
2022-09-10,69
2022-09-11,67
